querytext,processedquerytext,date,numberofcomposedanswers,java_related,likertvalue,postsids
How to stream objects to their ids,stream objects ids,2019-08-20 01:59:08.807,5,,4,47937927 49243007 43682149 22865697 35496450 
How do i create my own hashcode function?,create hashcode function,2019-08-16 07:59:35.201,5,,4,1209676 48142621 1209664 1209642 40227164 
convert integer to string,convert integer string,2019-08-16 05:44:11.067,5,duplicated,4,19103110 19103118 9321599 19103098 43177248 
How to sort list of strings by ascending order?,sort list strings ascending order,2019-09-19 13:42:51.866,10,,4,17098535 21949404 20518221 21949322 43430117 46691084 18078670 20518277 17289207 13803879 
add a config file to my program at launch,add config file program launch,2019-08-18 20:53:09.981,5,,4,39098938 22595565 41180300 9413026 30791549 
Shuffle a list,,2019-08-16 12:05:30.152,5,,4,8125725 16017183 34117228 27770955 7079868 
how to call a api from spring,call api spring,2019-08-23 12:25:36.358,10,duplicated,4,49835509 34643205 48908609 34204524 49859471 16717822 16402161 40969780 42276186 42389766 
AsynchronousByteChannel,,2019-08-20 16:29:02.389,5,not_java,4,6666868 6667926 47034633 
datetime to uinix timestamp,datetime uinix timestamp,2019-09-20 05:29:58.893,10,,4,24457775 6634759 20251022 1071822 32482974 19003544 18692993 34740998 34610994 34609381 
how to add elements of a list,add elements list,2019-08-16 11:53:03.845,5,,4,11177370 7409763 16539990 3206549 23384153 
Batch synchronize interface data,batch synchronize interface data,2019-08-20 02:58:04.943,10,,4,5483028 20311705 30515256 12456387 13480858 7466342 4983611 48257763 18401618 7966619 
java spring multiple components use single kafka producer,java spring multiple components use single kafka producer,2019-08-16 12:54:42.752,5,,4,46074765 39874491 50235948 35441409 17829638 
How to sort an array?,sort array,2019-08-16 10:21:00.501,5,duplicated,4,17289207 44622440 35660201 1694770 19776557 
loop over list,,2019-08-20 03:16:09.897,5,,4,24274206 49404149 29956276 38031422 49404274 
get last four character of string,get last four character string,2019-08-21 09:15:15.761,5,,4,40213487 36437899 5163887 5163852 19937570 
simple api,,2019-08-20 04:28:02.386,5,,4,10785973 33800726 25256855 43456655 9538696 
traipse a directory tree,traipse directory tree,2019-08-16 18:36:53.794,5,,4,10655409 17732825 19905728 9866496 3518323 
How to create an integer,create integer,2019-08-20 04:20:54.896,5,,4,3815194 3815223 9749510 12557979 12139808 
transferFrom java nio loop,transferfrom java nio loop,2019-08-21 09:22:30.804,5,,4,30688709 16581811 34959083 30797281 39484572 
How do I press a button in Java Swing when I press enter?,press button java swing press enter,2019-08-16 21:46:49.878,5,,4,3634622 8585752 9140883 10794028 4810961 
How to expand environment variables in a string using .NET?,expand environment variables string using net,2019-08-19 01:31:34.947,5,not_java,4,15365315 49666183 4736825 36071810 11552058 
How to implement a method?,implement method,2019-08-19 08:11:56.468,10,,4,18644214 18644211 26791247 10227665 26791216 18489998 24648208 7666716 42174251 
android view,,2019-08-17 04:13:08.862,5,,4,42666192 19604936 31829770 31814391 38608067 
how to parse html in java ?,parse html java,2019-08-17 04:00:51.04,5,,4,1498008 3507394 39241141 24225133 16655019 
Convert string to a number,convert string number,2019-08-14 17:36:37.897,5,,4,46227128 19103110 19103118 40700694 39011912 
how to download a csv file,download csv file,2019-08-20 05:52:32.306,5,,4,24279142 21400955 5156165 3167913 14403171 
swap2number without using third variable,swap2number without using third variable,2019-08-21 07:18:35.231,5,,4,18528928 24278096 35038578 19218009 19218289 
How to write a hello world program,write hello world program,2019-08-20 05:32:00.326,5,,4,6309975 11059991 23285312 17672275 
how to add an element to array,add element array,2019-08-21 03:30:12.405,5,duplicated,4,7514938 12949821 16437891 11638153 29172210 
get sum of array,get sum array,2019-08-30 11:03:25.863,10,,4,49930158 35947682 21641864 36070374 48013324 17846344 48013328 40778897 4550688 4550690 
Dijkstra’s shortest path algorithm,dijkstra shortest path algorithm,2019-08-21 04:05:13.893,5,duplicated,4,32712316 32713611 5234608 28420443 17480244 
how to insert an element array in a given position,insert element array given position,2019-08-21 14:50:45.113,5,duplicated,4,27906868 8719442 11638153 7970968 15365427 
what is an iterator,iterator,2019-08-18 09:26:24.931,10,,4,41878261 224675 35382080 31883436 35382076 24584503 11857866 11474356 23168510 17939167 
how to deserialize json string to object with jackson,deserialize json string object jackson,2019-08-18 11:55:13.917,5,,4,30352315 23523183 20153790 11668644 8387490 
url to absolute path,url absolute path,2019-10-07 10:31:40.247,10,,4,3907163 32745043 17195358 3631670 30844308 31650123 4584415 45782699 30930794 30844336 
how to create a SAM,create sam,2019-08-21 06:27:58.507,5,duplicated,4,47818178 32309268 32336075 47124401 47287253 
remove duplicate elements from array,remove duplicate elements array,2019-08-30 04:30:14.487,5,duplicated,4,10370766 10366918 34825978 20395952 44558209 
amex card rest api,amex card rest api,2019-08-22 04:06:32.986,10,,4,43086628 19467160 36304653 3320735 38913047 28207827 27700505 25063015 33005648 36308149 
perform regex to extract date from string,perform regex extract date string,2019-08-15 04:33:47.204,10,duplicated,4,41679010 6807481 34830332 12948521 18591454 17011654 16383909 15565808 41679009 10904035 
connect to multiple monitors displays,connect multiple monitors displays,2019-08-18 20:53:47.478,5,,4,18552190 7455273 25179848 18301855 10890186 
How to merge two objects in Javascript,merge two objects javascript,2019-08-14 12:44:18.362,5,not_java,4,10947624 20911329 26896042 6591712 14339076 
What is the syntax for a method reference,syntax method reference,2019-08-19 14:34:00.516,5,,4,27534725 27015700 42944083 43195116 25680402 
how to insert an element array in a given position,insert element array given position,2019-08-21 15:56:00.4,5,duplicated,4,27906868 8719442 11638153 7970968 15365427 
How to remove an element from an array?,remove element array,2019-08-18 22:34:01.279,5,duplicated,4,11727522 3663949 10714351 25731624 11727508 
How to find the largest product of two numbers less than 1000 that is,find largest product two numbers less,2019-08-14 23:29:05.68,5,,4,16088306 12988561 37429121 17379043 28845260 
collection java,,2019-08-20 10:52:40.875,5,,4,24401967 2754944 3599252 20583621 3969631 
Sort intergers from highest to lowest,sort intergers highest lowest,2019-08-20 11:13:01.361,5,,4,20251910 4017752 7787780 9791300 29217128 
create text file,,2019-08-20 11:24:40.885,5,,4,2885243 30712566 24140343 44841992 27417013 
How Can i protect my Post Route,protect post route,2019-08-22 13:42:34.144,10,,4,26251419 3734468 23343251 40966481 2461557 3734185 35267138 8169650 10444003 36868787 
